time,id,x,y,angle,type,speed,pos,lane,slope
22.00,3,308.43,201.60,270.00,DEFAULT_VEHTYPE,2.41,84.37,E2D2_0,0.00
22.00,4,235.60,1.60,270.00,DEFAULT_VEHTYPE,13.72,57.20,D0C0_0,0.00
22.00,5,101.60,25.12,0.00,DEFAULT_VEHTYPE,7.22,17.92,B0B1_0,0.00
22.00,6,47.65,-1.60,90.00,DEFAULT_VEHTYPE,13.65,44.45,A0B0_0,0.00
22.00,7,201.60,137.85,0.00,DEFAULT_VEHTYPE,11.53,30.65,C1C2_0,0.00
22.00,8,101.14,6.52,123.75,DEFAULT_VEHTYPE,3.37,3.85,:B0_2_0,0.00
22.00,9,169.12,401.60,270.00,DEFAULT_VEHTYPE,11.77,23.68,C4B4_0,0.00
23.00,0,401.01,96.71,353.22,DEFAULT_VEHTYPE,0.00,3.97,:E1_4_0,0.00
23.00,1,98.40,10.93,180.00,DEFAULT_VEHTYPE,4.43,81.87,B1B0_0,0.00
23.00,10,205.73,399.74,244.22,DEFAULT_VEHTYPE,3.74,1.18,:C4_10_0,0.00
23.00,11,191.68,298.40,90.00,DEFAULT_VEHTYPE,0.30,84.48,B3C3_0,0.00
23.00,12,389.89,201.60,266.60,DEFAULT_VEHTYPE,6.20,2.91,E2D2_0,0.00
23.00,14,309.99,1.60,270.00,DEFAULT_VEHTYPE,13.43,86.81,E0D0_0,0.00
23.00,15,220.81,401.60,270.00,DEFAULT_VEHTYPE,9.57,71.99,D4C4_0,0.00
23.00,16,137.41,301.60,270.00,DEFAULT_VEHTYPE,11.03,55.39,C3B3_0,0.00
23.00,17,150.72,398.40,90.00,DEFAULT_VEHTYPE,11.01,43.52,B4C4_0,0.00
23.00,18,344.72,398.40,90.00,DEFAULT_VEHTYPE,10.54,37.52,D4E4_0,0.00
23.00,19,368.68,101.60,270.00,DEFAULT_VEHTYPE,7.33,24.12,E1D1_0,0.00
23.00,2,395.79,102.27,211.77,DEFAULT_VEHTYPE,6.16,5.93,:E1_0_0,0.00
23.00,20,276.42,201.60,270.00,DEFAULT_VEHTYPE,5.86,16.38,D2C2_0,0.00
23.00,21,101.60,118.11,0.00,DEFAULT_VEHTYPE,3.71,10.91,B1B2_0,0.00
23.00,22,1.60,213.99,0.00,DEFAULT_VEHTYPE,1.69,6.79,A2A3_0,0.00
23.00,23,-1.60,287.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,A3A2_0,0.00
23.00,3,308.29,201.60,270.00,DEFAULT_VEHTYPE,0.13,84.51,E2D2_0,0.00
23.00,4,221.76,1.60,270.00,DEFAULT_VEHTYPE,13.84,71.04,D0C0_0,0.00
23.00,5,101.60,34.06,0.00,DEFAULT_VEHTYPE,8.94,26.86,B0B1_0,0.00
23.00,6,61.87,-1.60,90.00,DEFAULT_VEHTYPE,14.22,58.67,A0B0_0,0.00
23.00,7,201.60,149.66,0.00,DEFAULT_VEHTYPE,11.82,42.46,C1C2_0,0.00
23.00,8,101.60,9.63,24.78,DEFAULT_VEHTYPE,3.25,2.43,B0B1_0,0.00
23.00,9,158.09,401.60,270.00,DEFAULT_VEHTYPE,11.03,34.71,C4B4_0,0.00
24.00,0,401.01,96.71,353.22,DEFAULT_VEHTYPE,0.00,3.97,:E1_4_0,0.00
24.00,10,208.68,398.40,136.52,DEFAULT_VEHTYPE,3.52,1.48,C4D4_0,0.00
24.00,11,191.75,298.40,90.00,DEFAULT_VEHTYPE,0.07,84.55,B3C3_0,0.00
24.00,12,381.72,201.60,270.00,DEFAULT_VEHTYPE,8.17,11.08,E2D2_0,0.00
24.00,14,297.23,1.60,270.00,DEFAULT_VEHTYPE,12.76,9.97,:D0_4_0,0.00
24.00,15,215.34,401.60,270.00,DEFAULT_VEHTYPE,5.47,77.46,D4C4_0,0.00
24.00,16,125.88,301.60,270.00,DEFAULT_VEHTYPE,11.53,66.92,C3B3_0,0.00
24.00,17,162.93,398.40,90.00,DEFAULT_VEHTYPE,12.22,55.73,B4C4_0,0.00
24.00,18,357.20,398.40,90.00,DEFAULT_VEHTYPE,12.48,50.00,D4E4_0,0.00
24.00,19,359.91,101.60,270.00,DEFAULT_VEHTYPE,8.77,32.89,E1D1_0,0.00
24.00,2,390.17,101.60,266.15,DEFAULT_VEHTYPE,5.73,2.63,E1D1_0,0.00
24.00,20,268.56,201.60,270.00,DEFAULT_VEHTYPE,7.86,24.24,D2C2_0,0.00
24.00,21,101.60,124.17,0.00,DEFAULT_VEHTYPE,6.06,16.97,B1B2_0,0.00
24.00,22,1.60,217.17,0.00,DEFAULT_VEHTYPE,3.19,9.97,A2A3_0,0.00
24.00,23,-1.60,285.72,180.00,DEFAULT_VEHTYPE,1.98,7.08,A3A2_0,0.00
24.00,24,301.60,12.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,D0D1_0,0.00
24.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.09,84.60,E2D2_0,0.00
24.00,4,208.70,1.60,270.00,DEFAULT_VEHTYPE,13.05,84.10,D0C0_0,0.00
24.00,5,101.60,44.74,0.00,DEFAULT_VEHTYPE,10.68,37.54,B0B1_0,0.00
24.00,6,76.21,-1.60,90.00,DEFAULT_VEHTYPE,14.34,73.01,A0B0_0,0.00
24.00,7,201.60,161.84,0.00,DEFAULT_VEHTYPE,12.18,54.64,C1C2_0,0.00
24.00,8,101.60,15.15,0.00,DEFAULT_VEHTYPE,5.52,7.95,B0B1_0,0.00
24.00,9,146.99,401.60,270.00,DEFAULT_VEHTYPE,11.09,45.81,C4B4_0,0.00
25.00,0,399.83,98.69,341.02,DEFAULT_VEHTYPE,2.30,2.20,:E1_10_0,0.00
25.00,10,214.56,398.40,90.00,DEFAULT_VEHTYPE,5.89,7.36,C4D4_0,0.00
25.00,11,191.79,298.40,90.00,DEFAULT_VEHTYPE,0.05,84.59,B3C3_0,0.00
25.00,12,371.03,201.60,270.00,DEFAULT_VEHTYPE,10.69,21.77,E2D2_0,0.00
25.00,14,283.81,1.60,270.00,DEFAULT_VEHTYPE,13.42,8.99,D0C0_0,0.00
25.00,15,210.09,401.60,270.00,DEFAULT_VEHTYPE,5.25,82.71,D4C4_0,0.00
25.00,16,115.94,301.60,270.00,DEFAULT_VEHTYPE,9.95,76.86,C3B3_0,0.00
25.00,17,175.50,398.40,90.00,DEFAULT_VEHTYPE,12.56,68.30,B4C4_0,0.00
25.00,18,368.92,398.40,90.00,DEFAULT_VEHTYPE,11.72,61.72,D4E4_0,0.00
25.00,19,348.97,101.60,270.00,DEFAULT_VEHTYPE,10.93,43.83,E1D1_0,0.00
25.00,2,381.97,101.60,270.00,DEFAULT_VEHTYPE,8.20,10.83,E1D1_0,0.00
25.00,20,258.38,201.60,270.00,DEFAULT_VEHTYPE,10.17,34.42,D2C2_0,0.00
25.00,21,101.60,132.49,0.00,DEFAULT_VEHTYPE,8.32,25.29,B1B2_0,0.00
25.00,22,1.60,222.41,0.00,DEFAULT_VEHTYPE,5.24,15.21,A2A3_0,0.00
25.00,23,-1.60,281.57,180.00,DEFAULT_VEHTYPE,4.14,11.23,A3A2_0,0.00
25.00,24,301.60,13.76,0.00,DEFAULT_VEHTYPE,1.46,6.56,D0D1_0,0.00
25.00,25,98.40,387.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,B4B3_0,0.00
25.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
25.00,4,195.24,1.60,270.00,DEFAULT_VEHTYPE,13.47,11.96,:C0_4_0,0.00
25.00,5,101.60,55.73,0.00,DEFAULT_VEHTYPE,11.00,48.53,B0B1_0,0.00
25.00,6,90.18,-1.60,90.00,DEFAULT_VEHTYPE,13.97,86.98,A0B0_0,0.00
25.00,7,201.60,174.06,0.00,DEFAULT_VEHTYPE,12.21,66.86,C1C2_0,0.00
25.00,8,101.60,22.99,0.00,DEFAULT_VEHTYPE,7.84,15.79,B0B1_0,0.00
25.00,9,136.00,401.60,270.00,DEFAULT_VEHTYPE,10.99,56.80,C4B4_0,0.00
26.00,0,396.43,101.08,308.68,DEFAULT_VEHTYPE,4.26,6.47,:E1_10_0,0.00
26.00,10,223.03,398.40,90.00,DEFAULT_VEHTYPE,8.47,15.83,C4D4_0,0.00
26.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
26.00,12,358.32,201.60,270.00,DEFAULT_VEHTYPE,12.71,34.48,E2D2_0,0.00
26.00,14,270.51,1.60,270.00,DEFAULT_VEHTYPE,13.30,22.29,D0C0_0,0.00
26.00,15,206.79,401.33,266.81,DEFAULT_VEHTYPE,3.38,0.49,:C4_2_0,0.00
26.00,16,110.49,301.60,270.00,DEFAULT_VEHTYPE,5.45,82.31,C3B3_0,0.00
26.00,17,185.96,398.40,90.00,DEFAULT_VEHTYPE,10.47,78.76,B4C4_0,0.00
26.00,18,381.73,398.40,90.00,DEFAULT_VEHTYPE,12.81,74.53,D4E4_0,0.00
26.00,19,336.53,101.60,270.00,DEFAULT_VEHTYPE,12.44,56.27,E1D1_0,0.00
26.00,2,371.53,101.60,270.00,DEFAULT_VEHTYPE,10.44,21.27,E1D1_0,0.00
26.00,20,246.52,201.60,270.00,DEFAULT_VEHTYPE,11.86,46.28,D2C2_0,0.00
26.00,21,101.60,142.65,0.00,DEFAULT_VEHTYPE,10.15,35.45,B1B2_0,0.00
26.00,22,1.60,229.47,0.00,DEFAULT_VEHTYPE,7.06,22.27,A2A3_0,0.00
26.00,23,-1.60,275.71,180.00,DEFAULT_VEHTYPE,5.87,17.09,A3A2_0,0.00
26.00,24,301.60,17.64,0.00,DEFAULT_VEHTYPE,3.89,10.44,D0D1_0,0.00
26.00,25,98.40,385.10,180.00,DEFAULT_VEHTYPE,2.60,7.70,B4B3_0,0.00
26.00,26,98.40,187.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,B2B1_0,0.00
26.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
26.00,4,181.06,1.60,270.00,DEFAULT_VEHTYPE,14.18,11.74,C0B0_0,0.00
26.00,5,101.60,67.12,0.00,DEFAULT_VEHTYPE,11.39,59.92,B0B1_0,0.00
26.00,6,104.07,-1.60,90.00,DEFAULT_VEHTYPE,13.89,11.27,:B0_6_0,0.00
26.00,7,201.60,185.49,0.00,DEFAULT_VEHTYPE,11.43,78.29,C1C2_0,0.00
26.00,8,101.60,32.80,0.00,DEFAULT_VEHTYPE,9.81,25.60,B0B1_0,0.00
26.00,9,124.43,401.60,270.00,DEFAULT_VEHTYPE,11.57,68.37,C4B4_0,0.00
27.00,0,390.25,101.60,273.99,DEFAULT_VEHTYPE,6.21,2.55,E1D1_0,0.00
27.00,10,233.93,398.40,90.00,DEFAULT_VEHTYPE,10.90,26.73,C4D4_0,0.00
27.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
27.00,12,344.13,201.60,270.00,DEFAULT_VEHTYPE,14.19,48.67,E2D2_0,0.00
27.00,14,258.02,1.60,270.00,DEFAULT_VEHTYPE,12.49,34.78,D0C0_0,0.00
27.00,15,205.93,399.34,234.87,DEFAULT_VEHTYPE,2.57,1.63,:C4_10_0,0.00
27.00,16,109.19,301.60,270.00,DEFAULT_VEHTYPE,1.30,83.61,C3B3_0,0.00
27.00,17,192.17,398.40,90.00,DEFAULT_VEHTYPE,6.21,84.97,B4C4_0,0.00
27.00,18,390.27,398.40,90.00,DEFAULT_VEHTYPE,8.54,83.07,D4E4_0,0.00
27.00,19,322.81,101.60,270.00,DEFAULT_VEHTYPE,13.72,69.99,E1D1_0,0.00
27.00,2,359.17,101.60,270.00,DEFAULT_VEHTYPE,12.35,33.63,E1D1_0,0.00
27.00,20,232.69,201.60,270.00,DEFAULT_VEHTYPE,13.83,60.11,D2C2_0,0.00
27.00,21,101.60,155.29,0.00,DEFAULT_VEHTYPE,12.64,48.09,B1B2_0,0.00
27.00,22,1.60,238.13,0.00,DEFAULT_VEHTYPE,8.66,30.93,A2A3_0,0.00
27.00,23,-1.60,267.42,180.00,DEFAULT_VEHTYPE,8.29,25.38,A3A2_0,0.00
27.00,24,301.60,23.65,0.00,DEFAULT_VEHTYPE,6.01,16.45,D0D1_0,0.00
27.00,25,98.40,380.31,180.00,DEFAULT_VEHTYPE,4.79,12.49,B4B3_0,0.00
27.00,26,98.40,185.38,180.00,DEFAULT_VEHTYPE,2.32,7.42,B2B1_0,0.00
27.00,27,312.30,-1.60,90.00,DEFAULT_VEHTYPE,0.00,5.10,D0E0_0,0.00
27.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
27.00,4,167.25,1.60,270.00,DEFAULT_VEHTYPE,13.81,25.55,C0B0_0,0.00
27.00,5,101.60,77.37,0.00,DEFAULT_VEHTYPE,10.24,70.17,B0B1_0,0.00
27.00,6,117.38,-1.60,90.00,DEFAULT_VEHTYPE,13.31,10.18,B0C0_0,0.00
27.00,7,201.60,197.05,0.00,DEFAULT_VEHTYPE,11.56,4.25,:C2_9_0,0.00
27.00,8,101.60,44.20,0.00,DEFAULT_VEHTYPE,11.40,37.00,B0B1_0,0.00
27.00,9,114.20,401.60,270.00,DEFAULT_VEHTYPE,10.24,78.60,C4B4_0,0.00
28.00,0,381.89,101.60,270.00,DEFAULT_VEHTYPE,8.36,10.91,E1D1_0,0.00
28.00,10,247.28,398.40,90.00,DEFAULT_VEHTYPE,13.36,40.08,C4D4_0,0.00
28.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
28.00,12,330.75,201.60,270.00,DEFAULT_VEHTYPE,13.38,62.05,E2D2_0,0.00
28.00,14,245.31,1.60,270.00,DEFAULT_VEHTYPE,12.71,47.49,D0C0_0,0.00
28.00,15,208.44,398.40,143.34,DEFAULT_VEHTYPE,2.85,1.24,C4D4_0,0.00
28.00,16,108.32,301.60,270.00,DEFAULT_VEHTYPE,0.87,84.48,C3B3_0,0.00
28.00,17,197.16,396.74,110.11,DEFAULT_VEHTYPE,5.45,4.82,:C4_6_0,0.00
28.00,18,395.59,398.40,90.00,DEFAULT_VEHTYPE,5.32,88.39,D4E4_0,0.00
28.00,19,313.59,101.60,270.00,DEFAULT_VEHTYPE,9.22,79.21,E1D1_0,0.00
28.00,2,345.80,101.60,270.00,DEFAULT_VEHTYPE,13.37,47.00,E1D1_0,0.00
28.00,20,220.71,201.60,270.00,DEFAULT_VEHTYPE,11.98,72.09,D2C2_0,0.00
28.00,21,101.60,168.15,0.00,DEFAULT_VEHTYPE,12.86,60.95,B1B2_0,0.00
28.00,22,1.60,248.31,0.00,DEFAULT_VEHTYPE,10.18,41.11,A2A3_0,0.00
28.00,23,-1.60,257.42,180.00,DEFAULT_VEHTYPE,10.00,35.38,A3A2_0,0.00
28.00,24,301.60,32.22,0.00,DEFAULT_VEHTYPE,8.57,25.02,D0D1_0,0.00
28.00,25,98.40,373.84,180.00,DEFAULT_VEHTYPE,6.47,18.96,B4B3_0,0.00
28.00,26,98.40,181.17,180.00,DEFAULT_VEHTYPE,4.21,11.63,B2B1_0,0.00
28.00,27,314.47,-1.60,90.00,DEFAULT_VEHTYPE,2.17,7.27,D0E0_0,0.00
28.00,28,87.70,1.60,270.00,DEFAULT_VEHTYPE,0.00,5.10,B0A0_0,0.00
28.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
28.00,4,154.10,1.60,270.00,DEFAULT_VEHTYPE,13.15,38.70,C0B0_0,0.00
28.00,5,101.60,87.20,0.00,DEFAULT_VEHTYPE,9.84,80.00,B0B1_0,0.00
28.00,6,131.85,-1.60,90.00,DEFAULT_VEHTYPE,14.48,24.65,B0C0_0,0.00
28.00,7,201.60,208.90,0.00,DEFAULT_VEHTYPE,11.85,1.70,C2C3_0,0.00
28.00,8,101.60,56.63,0.00,DEFAULT_VEHTYPE,12.43,49.43,B0B1_0,0.00
28.00,9,107.58,401.60,270.00,DEFAULT_VEHTYPE,6.61,85.22,C4B4_0,0.00
29.00,0,371.48,101.60,270.00,DEFAULT_VEHTYPE,10.41,21.32,E1D1_0,0.00
29.00,10,261.23,398.40,90.00,DEFAULT_VEHTYPE,13.94,54.03,C4D4_0,0.00
29.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
29.00,12,321.55,201.60,270.00,DEFAULT_VEHTYPE,9.20,71.25,E2D2_0,0.00
29.00,14,232.69,1.60,270.00,DEFAULT_VEHTYPE,12.62,60.11,D0C0_0,0.00
29.00,15,213.63,398.40,90.00,DEFAULT_VEHTYPE,5.19,6.43,C4D4_0,0.00
29.00,16,108.23,301.60,270.00,DEFAULT_VEHTYPE,0.09,84.57,C3B3_0,0.00
29.00,17,198.40,391.31,169.64,DEFAULT_VEHTYPE,5.70,1.49,C4C3_0,0.00
29.00,18,398.35,397.12,106.65,DEFAULT_VEHTYPE,3.47,2.26,:E4_1_0,0.00
29.00,19,308.52,101.60,270.00,DEFAULT_VEHTYPE,5.07,84.28,E1D1_0,0.00
29.00,2,332.62,101.60,270.00,DEFAULT_VEHTYPE,13.17,60.18,E1D1_0,0.00
29.00,20,213.22,201.60,270.00,DEFAULT_VEHTYPE,7.49,79.58,D2C2_0,0.00
29.00,21,101.60,181.77,0.00,DEFAULT_VEHTYPE,13.62,74.57,B1B2_0,0.00
29.00,22,1.60,260.47,0.00,DEFAULT_VEHTYPE,12.16,53.27,A2A3_0,0.00
29.00,23,-1.60,246.14,180.00,DEFAULT_VEHTYPE,11.28,46.66,A3A2_0,0.00
29.00,24,301.60,42.70,0.00,DEFAULT_VEHTYPE,10.48,35.50,D0D1_0,0.00
29.00,25,98.40,365.62,180.00,DEFAULT_VEHTYPE,8.22,27.18,B4B3_0,0.00
29.00,26,98.40,174.77,180.00,DEFAULT_VEHTYPE,6.41,18.03,B2B1_0,0.00
29.00,27,318.40,-1.60,90.00,DEFAULT_VEHTYPE,3.92,11.20,D0E0_0,0.00
29.00,28,86.29,1.60,270.00,DEFAULT_VEHTYPE,1.41,6.51,B0A0_0,0.00
29.00,29,8.30,398.40,90.00,DEFAULT_VEHTYPE,0.00,5.10,A4B4_0,0.00
29.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
29.00,4,140.63,1.60,270.00,DEFAULT_VEHTYPE,13.48,52.17,C0B0_0,0.00
29.00,5,101.60,92.78,0.00,DEFAULT_VEHTYPE,5.58,85.58,B0B1_0,0.00
29.00,6,145.99,-1.60,90.00,DEFAULT_VEHTYPE,14.14,38.79,B0C0_0,0.00
29.00,7,201.60,219.95,0.00,DEFAULT_VEHTYPE,11.05,12.75,C2C3_0,0.00
29.00,8,101.60,68.53,0.00,DEFAULT_VEHTYPE,11.90,61.33,B0B1_0,0.00
29.00,9,102.10,400.30,255.24,DEFAULT_VEHTYPE,5.74,1.29,:B4_9_0,0.00
30.00,0,359.01,101.60,270.00,DEFAULT_VEHTYPE,12.47,33.79,E1D1_0,0.00
30.00,10,276.30,398.40,90.00,DEFAULT_VEHTYPE,15.07,69.10,C4D4_0,0.00
30.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
30.00,12,316.84,201.60,270.00,DEFAULT_VEHTYPE,4.71,75.96,E2D2_0,0.00
30.00,14,219.76,1.60,270.00,DEFAULT_VEHTYPE,12.93,73.04,D0C0_0,0.00
30.00,15,220.87,398.40,90.00,DEFAULT_VEHTYPE,7.24,13.67,C4D4_0,0.00
30.00,16,108.20,301.60,270.00,DEFAULT_VEHTYPE,0.02,84.60,C3B3_0,0.00
30.00,17,198.40,384.10,180.00,DEFAULT_VEHTYPE,7.21,8.70,C4C3_0,0.00
30.00,18,398.40,393.82,166.92,DEFAULT_VEHTYPE,3.30,2.98,E4E3_0,0.00
30.00,19,302.32,104.14,300.86,DEFAULT_VEHTYPE,7.16,5.84,:D1_4_0,0.00
30.00,2,322.82,101.60,270.00,DEFAULT_VEHTYPE,9.81,69.98,E1D1_0,0.00
30.00,20,208.76,201.60,270.00,DEFAULT_VEHTYPE,4.46,84.04,D2C2_0,0.00
30.00,21,101.60,192.02,0.00,DEFAULT_VEHTYPE,10.25,84.82,B1B2_0,0.00
30.00,22,1.60,273.35,0.00,DEFAULT_VEHTYPE,12.87,66.15,A2A3_0,0.00
30.00,23,-1.60,234.59,180.00,DEFAULT_VEHTYPE,11.55,58.21,A3A2_0,0.00
30.00,24,301.60,53.16,0.00,DEFAULT_VEHTYPE,10.46,45.96,D0D1_0,0.00
30.00,25,98.40,355.69,180.00,DEFAULT_VEHTYPE,9.93,37.11,B4B3_0,0.00
30.00,26,98.40,166.11,180.00,DEFAULT_VEHTYPE,8.65,26.69,B2B1_0,0.00
30.00,27,324.18,-1.60,90.00,DEFAULT_VEHTYPE,5.78,16.98,D0E0_0,0.00
30.00,28,83.35,1.60,270.00,DEFAULT_VEHTYPE,2.94,9.45,B0A0_0,0.00
30.00,29,10.14,398.40,90.00,DEFAULT_VEHTYPE,1.84,6.94,A4B4_0,0.00
30.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
30.00,4,127.44,1.60,270.00,DEFAULT_VEHTYPE,13.19,65.36,C0B0_0,0.00
30.00,5,102.98,96.97,16.45,DEFAULT_VEHTYPE,4.50,4.48,:B1_8_0,0.00
30.00,6,160.33,-1.60,90.00,DEFAULT_VEHTYPE,14.34,53.13,B0C0_0,0.00
30.00,7,201.60,231.71,0.00,DEFAULT_VEHTYPE,11.77,24.51,C2C3_0,0.00
30.00,8,101.60,77.95,0.00,DEFAULT_VEHTYPE,9.41,70.75,B0B1_0,0.00
30.00,9,98.77,395.38,207.94,DEFAULT_VEHTYPE,6.23,7.52,:B4_9_0,0.00
31.00,0,345.33,101.60,270.00,DEFAULT_VEHTYPE,13.68,47.47,E1D1_0,0.00
31.00,10,287.61,398.40,90.00,DEFAULT_VEHTYPE,11.31,80.41,C4D4_0,0.00
31.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
31.00,12,316.24,201.60,270.00,DEFAULT_VEHTYPE,0.60,76.56,E2D2_0,0.00
31.00,14,209.43,1.60,270.00,DEFAULT_VEHTYPE,10.33,83.37,D0C0_0,0.00
31.00,15,230.59,398.40,90.00,DEFAULT_VEHTYPE,9.71,23.39,C4D4_0,0.00
31.00,16,108.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C3B3_0,0.00
31.00,17,198.40,375.44,180.00,DEFAULT_VEHTYPE,8.66,17.36,C4C3_0,0.00
31.00,18,398.40,388.60,180.00,DEFAULT_VEHTYPE,5.22,8.20,E4E3_0,0.00
31.00,19,301.60,110.42,357.10,DEFAULT_VEHTYPE,6.40,3.22,D1D2_0,0.00
31.00,2,314.02,101.60,270.00,DEFAULT_VEHTYPE,8.79,78.78,E1D1_0,0.00
31.00,20,208.24,201.60,270.00,DEFAULT_VEHTYPE,0.52,84.56,D2C2_0,0.00
31.00,21,103.87,197.52,27.56,DEFAULT_VEHTYPE,6.30,5.53,:B2_8_0,0.00
31.00,22,1.60,284.95,0.00,DEFAULT_VEHTYPE,11.60,77.75,A2A3_0,0.00
31.00,23,-1.60,223.23,180.00,DEFAULT_VEHTYPE,11.36,69.57,A3A2_0,0.00
31.00,24,301.60,64.47,0.00,DEFAULT_VEHTYPE,11.31,57.27,D0D1_0,0.00
31.00,25,98.40,344.80,180.00,DEFAULT_VEHTYPE,10.89,48.00,B4B3_0,0.00
31.00,26,98.40,154.87,180.00,DEFAULT_VEHTYPE,11.24,37.93,B2B1_0,0.00
31.00,27,331.54,-1.60,90.00,DEFAULT_VEHTYPE,7.36,24.34,D0E0_0,0.00
31.00,28,78.78,1.60,270.00,DEFAULT_VEHTYPE,4.57,14.02,B0A0_0,0.00
31.00,29,14.11,398.40,90.00,DEFAULT_VEHTYPE,3.96,10.91,A4B4_0,0.00
31.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
31.00,31,201.60,312.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,C3C4_0,0.00
31.00,4,114.24,1.60,270.00,DEFAULT_VEHTYPE,13.20,78.56,C0B0_0,0.00
31.00,5,107.68,98.40,73.31,DEFAULT_VEHTYPE,5.03,0.48,B1C1_0,0.00
31.00,6,174.41,-1.60,90.00,DEFAULT_VEHTYPE,14.08,67.21,B0C0_0,0.00
31.00,7,201.60,243.02,0.00,DEFAULT_VEHTYPE,11.30,35.82,C2C3_0,0.00
31.00,8,101.60,85.10,0.00,DEFAULT_VEHTYPE,7.15,77.90,B0B1_0,0.00
31.00,9,98.40,389.47,182.71,DEFAULT_VEHTYPE,5.94,3.33,B4B3_0,0.00
32.00,0,332.61,101.60,270.00,DEFAULT_VEHTYPE,12.71,60.19,E1D1_0,0.00
32.00,10,294.41,398.17,92.63,DEFAULT_VEHTYPE,6.81,1.62,:D4_6_0,0.00
32.00,11,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
32.00,12,315.89,201.60,270.00,DEFAULT_VEHTYPE,0.35,76.91,E2D2_0,0.00
32.00,14,203.26,2.84,284.74,DEFAULT_VEHTYPE,6.44,4.21,:C0_3_0,0.00
32.00,15,241.93,398.40,90.00,DEFAULT_VEHTYPE,11.34,34.73,C4D4_0,0.00
32.00,16,108.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C3B3_0,0.00
32.00,17,198.40,364.22,180.00,DEFAULT_VEHTYPE,11.22,28.58,C4C3_0,0.00
32.00,18,398.40,381.61,180.00,DEFAULT_VEHTYPE,6.99,15.19,E4E3_0,0.00
32.00,19,301.60,119.21,0.00,DEFAULT_VEHTYPE,8.79,12.01,D1D2_0,0.00
32.00,2,309.12,101.60,270.00,DEFAULT_VEHTYPE,4.90,83.68,E1D1_0,0.00
32.00,20,208.22,201.60,270.00,DEFAULT_VEHTYPE,0.02,84.58,D2C2_0,0.00
32.00,21,110.15,198.40,86.67,DEFAULT_VEHTYPE,6.46,2.95,B2C2_0,0.00
32.00,22,1.60,292.05,0.00,DEFAULT_VEHTYPE,7.10,84.85,A2A3_0,0.00
32.00,23,-1.60,212.87,180.00,DEFAULT_VEHTYPE,10.36,79.93,A3A2_0,0.00
32.00,24,301.60,75.61,0.00,DEFAULT_VEHTYPE,11.14,68.41,D0D1_0,0.00
32.00,25,98.40,333.07,180.00,DEFAULT_VEHTYPE,11.73,59.73,B4B3_0,0.00
32.00,26,98.40,142.62,180.00,DEFAULT_VEHTYPE,12.26,50.18,B2B1_0,0.00
32.00,27,340.95,-1.60,90.00,DEFAULT_VEHTYPE,9.41,33.75,D0E0_0,0.00
32.00,28,72.27,1.60,270.00,DEFAULT_VEHTYPE,6.51,20.53,B0A0_0,0.00
32.00,29,19.48,398.40,90.00,DEFAULT_VEHTYPE,5.38,16.28,A4B4_0,0.00
32.00,3,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
32.00,30,398.40,391.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,E4E3_0,0.00
32.00,31,201.60,314.50,0.00,DEFAULT_VEHTYPE,2.20,7.30,C3C4_0,0.00
32.00,32,391.70,1.60,270.00,DEFAULT_VEHTYPE,0.00,5.10,E0D0_0,0.00
32.00,4,101.53,1.60,270.00,DEFAULT_VEHTYPE,12.71,5.67,:B0_4_0,0.00
32.00,5,114.60,98.40,90.00,DEFAULT_VEHTYPE,6.92,7.40,B1C1_0,0.00
